"﻿n","meaning","cognate_id","cognate_sources","language","lexeme","lexeme_sources"
603,"at","2538","81","Old_Prussian","prēi","28"
604,"at","2538","48","Latvian","PIE","1"
605,"at","2538","81","Lithuanian_ST","PRIE","1"
606,"at","2538","28","Old_High_German","zi","28"
607,"at","2539","81","Serbocroatian","KOD","1"
608,"at","2539","48","Slovenian","K","1"
609,"at","2539","81","Czech","KU","1"
610,"at","2540","81","Macedonian","U","1"
611,"at","2540","81","Russian","u","1, 56"
612,"at","2540","81","Czech","ʊ","1, 110"
613,"at","2540","81","Old_Church_Slavonic","ѹ","44"
614,"at","2541","81","Bulgarian","na","1, 110"
615,"at","2541","81","Macedonian","NA","1"
616,"at","2541","81","Ukrainian","NA","1"
617,"at","2541","81","Czech_E","NA","1"
618,"at","2541","81","Czech","NA","1"
619,"at","2541","48","Slovenian","NE","1"
620,"at","2542","75","Swedish_Up","AT","1"
621,"at","2542","75","English_ST","æt ","1, 94"
622,"at","2542","75","Old_Norse","at","28"
623,"at","2542","75","Gothic","at","28"
624,"at","2542","77","Spanish","a","1, 120"
625,"at","2542","77","Sardinian_C","A","1"
626,"at","2542","77","Sardinian_L","A","1"
627,"at","2542","77","Sardinian_N","A","1"
628,"at","2542","77","Italian","a, ad","1, 90"
629,"at","2542","77","Vlach","A","1"
630,"at","2542","77","Provencal","A","1"
631,"at","2542","77","French","a","1, 91"
632,"at","2542","77","Walloon","A","1"
633,"at","2542","77","Ladin","A, AD, ADA","1"
634,"at","2542","77","Latin","ad","17, 28, 123"
635,"at","2542","48","Old_English","æt","28"
636,"at","2542","48","Faroese","A","1"
637,"at","2542","48","Swedish_VL","OT  OT","1"
638,"at","2542","48","Catalan","a","1, 89"
639,"at","2542","48","Irish_A","AIG","1"
640,"at","2542","48","Scots_Gaelic","ek","61, 113"
641,"at","2542","85","Romanian_List","la","1, 112"
642,"at","2542","56","Romansh","a","89"
643,"at","2542","56","Friulian","a","88"
644,"at","2542","56","Old_High_German","az","28"
645,"at","2542","28","Oscan","az","28"
646,"at","2542","28","Umbrian","-ař","28"
647,"at","2543","48","Portuguese_ST","a","1, 108"
648,"at","2544","70","German_ST","an","1, 96"
649,"at","2544","48","Luxembourgish","an",""
650,"at","2544","48","Flemish","AEN","1"
651,"at","2545","82","Faroese","VID, I","1"
652,"at","2545","82","Icelandic_ST","VIO","1"
653,"at","2545","82","Riksmal","VED","1"
654,"at","2545","82","Danish","veð","1, 97"
655,"at","2545","82","Swedish_List","viːd","1, 119"
656,"at","2545","82","Swedish_Up","VID","69"
657,"at","2545","82","Old_Norse","við","4"
658,"at","2547","70","Cornish","ort","31"
659,"at","2547","70","Welsh_N","WRTH","1"
660,"at","3298","28","Tocharian_A","aṃ","28"
661,"at","3298","28","Tocharian_B","ne","28"
662,"at","3298","28","Lithuanian_ST","i:","115"
694,"back","3","1","Afghan","SA","1"
695,"back","3","1","Waziri","SHAMZAI","1"
696,"back","180","1","Danish","b̥ɛj","1, 97"
697,"back","180","1","English_ST","bæk ","1, 94"
698,"back","180","1","Faroese","BAK","1"
699,"back","180","1","Icelandic_ST","paːk","1"
700,"back","180","1","Swedish_Up","BAK","1"
701,"back","180","1","Swedish_VL","BAK","1"
702,"back","180","48","Old_Norse","bak","4, 28"
703,"back","180","48","Old_English","bæc","28"
704,"back","686","1","Baluchi","PHUSHT","1"
705,"back","686","1","Bengali","PIT","1"
706,"back","686","1","Hindi","piːʈʰ","1, 114"
707,"back","686","1","Kashmiri","PYUTHU","1"
708,"back","686","1","Lahnda","PICCHE","1"
709,"back","686","1","Marathi","patʰ","1"
710,"back","686","1","Nepali_List","PITH","1"
711,"back","686","1","Persian_List","POSHT","1"
712,"back","686","1","Singhalese","PASSA","1"
713,"back","686","1","Tadzik","puʃt","1, 114"
714,"back","686","48","Bihari","piʈa","29"
715,"back","686","48","Assamese","pithi","24"
716,"back","686","48","Sindhi","puṭhe","6"
717,"back","686","48","Oriya","piṭhi","24, 23"
718,"back","686","47","Vedic_Sanskrit","pr̥ṣṭhám","28"
719,"back","686","1","Gujarati","PITH","48, 1"
720,"back","686","56","Avestan","parštō","28"
721,"back","851","1","French","do","1, 91"
722,"back","851","1","Italian","'dɔsso","1, 90"
723,"back","851","1","Portuguese_ST","dorso","1"
724,"back","851","1","Provencal","DOS","1"
725,"back","851","1","Romanian_List","DOS","1"
726,"back","851","1","Sardinian_L","DORSO","1"
727,"back","851","47","Latin","dorsum","28, 27"
728,"back","851","48","Spanish","DORSO","1"
729,"back","851","48","Ladin","DOSS","1"
730,"back","851","56","Romansh","dies","89"
731,"back","969","1","Breton_List","KEIN","1"
732,"back","969","1","Breton_SE","KEIN","1"
733,"back","969","1","Breton_ST","kɛjn","1, 113"
734,"back","969","1","Welsh_C","CEFEN","1"
735,"back","969","48","Cornish","cein","15, 34"
736,"back","969","48","Welsh_N","CEFN ","1"
737,"back","1196","1","Czech_E","HRBET","1"
738,"back","1196","1","Lusatian_L","KSEBJAT","1"
739,"back","1196","1","Lusatian_U","CHRIBJET","1"
740,"back","1196","1","Macedonian","ɡr̩p","1, 45"
741,"back","1196","1","Slovenian","HERBET","1"
742,"back","1196","47","Old_Church_Slavonic","xribĭtŭ","28"
743,"back","1637","1","Romani","DUMO","1"
744,"back","1637","1","Wakhi","DUM","48, 1"
745,"back","1683","1","Irish_A","DROM","1"
746,"back","1683","56","Scots_Gaelic","druim","61"
747,"back","1683","56","Old_Irish","druimm","28"
748,"back","1846","1","Latvian","MUGURA","1"
749,"back","1846","1","Lithuanian_ST","NUGARA","1"
750,"back","1885","1","Polish","'plɛʦɨ","1, 107"
751,"back","2059","1","Russian","spi'na","1, 92, 56"
752,"back","2059","48","Ukrainian","SPYNA","48"
753,"back","2059","48","Albanian_G","SHPINA","1"
754,"back","2183","48","Frisian","rɛːx","1, 119"
755,"back","2183","48","German_ST","'rijkn̩","1, 96"
756,"back","2183","48","Dutch_List","rʏχ","1, 95"
757,"back","2183","48","Faroese","RYGGUR","1"
758,"back","2183","48","Swedish_VL","ROG","1"
759,"back","2183","48","Swedish_List","rʏg","1"
760,"back","2183","48","Riksmal","RYGG","1"
761,"back","2183","48","Swedish_Up","RYGG","1"
762,"back","2183","48","Flemish","RUG","1"
763,"back","2183","48","Old_Norse","hryggr","4"
764,"back","2183","48","Old_English","hrycg","28"
765,"back","2183","56","Luxembourgish","Réck",""
766,"back","2183","56","Old_High_German","rucki","28"
767,"back","2186","47","Romanian_List","spate","1"
768,"back","2186","47","Spanish","es'palda","1, 120"
769,"back","2186","47","Catalan","əs'paʎʎə   ","1, 116"
770,"back","2188","47","Old_Church_Slavonic","lędvĭję","47"
771,"back","2549","48","Albanian_C","KRAX-T / KARINA","1"
772,"back","2549","48","Albanian_Top","KURIS","1"
773,"back","2550","70","Ancient_Greek","νῶτον","32, 47"
774,"back","2550","70","Gothic","nōt-a*","18"
775,"back","2550","48","Ukrainian","OMYNATY","1"
776,"back","3191","56","Iron_Ossetic","fɐšontɐ","122"
777,"back","3191","56","Digor_Ossetic","fɐsontɐ","122"
799,"bad","4","1","Bengali","KHARAP","1"
800,"bad","4","1","Gujarati","KNERAB","1"
801,"bad","4","1","Hindi","KHERAB","1"
802,"bad","4","48","Bihari","khərap","29"
803,"bad","4","1","Waziri","KHAROP","1"
804,"bad","4","48","Sindhi","xərāb(u)","6"
805,"bad","4","48","Oriya","khɔrap(ɔ)","24, 23"
806,"bad","4","1","Baluchi","HARAB",""
807,"bad","4","56","Urdu","χəɾɑb","62"
808,"bad","181","1","Dutch_List","slɛχt","1, 95"
809,"bad","181","1","Flemish","SLECHT","1"
810,"bad","181","1","German_ST","ʃlɛçt","1, 96"
811,"bad","181","47","Latvian","SLIKTS","1"
812,"bad","181","56","Luxembourgish","schlecht",""
813,"bad","356","1","Albanian_C","lig","1, 49"
814,"bad","356","1","Albanian_Top","ILIK","1"
815,"bad","852","1","Catalan","mal","1, 116"
816,"bad","852","1","French","mɔvɛ","1, 91"
817,"bad","852","1","Ladin","MEL","1"
818,"bad","852","1","Portuguese_ST","maw","1, 108"
819,"bad","852","1","Sardinian_C","MALU","1"
820,"bad","852","1","Sardinian_L","MALU","1"
821,"bad","852","1","Sardinian_N","MALU","1"
822,"bad","852","1","Spanish","'malo","1, 120"
823,"bad","852","1","Walloon","MAL","1"
824,"bad","852","47","Latin","ˈmalus","17, 28, 27, 123"
825,"bad","852","56","Romansh","mal","89"
826,"bad","852","28","Oscan","mallom","28"
827,"bad","970","1","Breton_List","FALL, FALS-","1, 47"
828,"bad","970","1","Breton_SE","FALL","1"
829,"bad","970","1","Breton_ST","fal","1, 125"
830,"bad","1106","1","Bulgarian","lɔʃ","1, 110"
831,"bad","1106","1","Macedonian","LOS","1"
832,"bad","1197","1","Czech_E","ZLE","1"
833,"bad","1197","1","Lusatian_L","ZLY","1"
834,"bad","1197","1","Lusatian_U","ZLY","1"
835,"bad","1197","1","Polish","zwɨ","1, 107"
836,"bad","1197","1","Serbocroatian","ZAO","1"
837,"bad","1197","1","Slovak","ZLY","1"
838,"bad","1197","47","Old_Church_Slavonic","zŭlŭ","44, 28"
839,"bad","1197","110","Czech","zliː","110"
840,"bad","1304","1","Frisian","bar","1, 124"
841,"bad","1451","1","Greek_ML","KAKOS","1"
842,"bad","1451","1","Greek_Mod","kaˈko̞s","1, 111"
843,"bad","1451","48","Ancient_Greek","kakós","32, 47, 118"
844,"bad","1451","48","Albanian_G","KEKJ","1"
845,"bad","1451","56","Avestan","akō","28"
846,"bad","1684","1","Irish_A","OLC","1"
847,"bad","1684","56","Scots_Gaelic","olc","61"
848,"bad","1684","56","Old_Irish","olc","28"
849,"bad","1886","47","Byelorussian","BLAGI","48"
850,"bad","1886","47","Lithuanian_ST","‘blo:ɡɐs","47, 115"
851,"bad","2038","1","Riksmal","DARLIG","1"
852,"bad","2038","1","Swedish_List","ˈdoː.lɪ(ɡ)","1"
853,"bad","2038","1","Swedish_Up","DALIG","1"
854,"bad","2038","1","Swedish_VL","DALI","1"
855,"bad","2098","1","Slovenian","SLABU","1"
856,"bad","2098","1","Vlach","SLAB","1"
857,"bad","2137","1","Welsh_C","DRWG","1"
858,"bad","2137","1","Welsh_N","DRWG","1"
859,"bad","2137","50","Cornish","dro:g","31, 42, 15"
860,"bad","2190","48","Afghan","BAD","1"
861,"bad","2190","48","Armenian_Mod","vɑt","1, 106"
862,"bad","2190","48","Marwari","bəd","12"
863,"bad","2190","48","Waziri","BAD","1"
864,"bad","2190","48","Tadzik","BAD","48"
865,"bad","2190","48","Persian_List","BAD","1, 52"
866,"bad","2190","48","Sindhi","badu","38"
867,"bad","2190","56","Kashmiri","BAD","1"
868,"bad","2191","48, 47","Danish","ɔn","1, 97"
869,"bad","2191","47","Swedish_List","und","47, 121"
870,"bad","2191","47","Old_Norse","vándr","4, 28"
871,"bad","2191","47","Icelandic_ST","VONDUR","1"
872,"bad","2192","48","Old_Norse","illr","4, 28"
873,"bad","2192","48","Faroese","ILLUR","1"
874,"bad","2192","48","Icelandic_ST","ILLUR","1"
875,"bad","2193","48","Czech","SPATNY","1"
876,"bad","2193","48","Czech_E","SPATNE","48"
877,"bad","2194","48","English_ST","bæd ","1, 94"
878,"bad","2194","56","Cornish","bad","31"
879,"bad","2195","48","Gothic","ubils","28"
880,"bad","2195","48","Swedish_List","'ʉ:səl","48, 121"
881,"bad","2195","48","Old_English","yfel","28"
882,"bad","2195","56","Old_High_German","ubil","28"
883,"bad","2196","47","Italian","kat'tivo","1, 90"
884,"bad","2196","47","Provencal","caitiu","47"
885,"bad","2553","69","Lahnda","BURA","1"
886,"bad","2553","69","Urdu","bʊɾɑ","62"
887,"bad","2553","69","Hindi","BURA","48, 1"
888,"bad","2553","69","Marwari","bhū̃ḍō","11, 12"
889,"bad","2554","48","Sindhi","maṭhō","30"
890,"bad","2554","48","Kashmiri","MADA","48"
891,"bad","2555","48","Lithuanian_ST"," NEGERAS","1"
892,"bad","2556","47","Breton_List","GWALL-","1"
893,"bad","2578","83","Baluchi","GANDAGH","1"
894,"bad","2578","83","Tadzik","GANDA","1"
895,"bad","3192","56","Scots_Gaelic","d̪̊ɔnə","61, 113, 113"
896,"bad","3221","56","Iron_Ossetic","ɐvžɐr","122"
897,"bad","3299","28","Hittite","idālus","28"
898,"bad","3299","28","Luvian","ādduwālis","28"
899,"bad","3300","76","Tocharian_B","yolo","28, 76"
936,"bark","5","1","Afghan","POST","1"
937,"bark","5","1","Persian_List","PUST","1"
938,"bark","5","1","Tadzik","PUST, TAXTAPUST","1"
939,"bark","5","1","Wakhi","DERUXTE PIST","1"
940,"bark","182","1","Bulgarian","kʊˈra","1, 110"
941,"bark","182","1","Byelorussian","KARA","1"
942,"bark","182","1","Catalan","əs'kɔrsə      ","1, 116"
943,"bark","182","1","Czech","kuːra","1, 110"
944,"bark","182","1","Czech_E","KURA","1"
945,"bark","182","1","Dutch_List","sχɔrs","1, 95"
946,"bark","182","1","French","ekɔʀs","1, 91"
947,"bark","182","1","Italian","'skɔrdza","1, 90"
948,"bark","182","1","Ladin","SCORZA","1"
949,"bark","182","1","Lusatian_L","SKORA","1"
950,"bark","182","1","Lusatian_U","SKORA","1"
951,"bark","182","1","Macedonian","KORA","1"
952,"bark","182","1","Polish","ˈkɔra","1, 107"
953,"bark","182","1","Portuguese_ST","CORTICA","1"
954,"bark","182","1","Romanian_List","scoarță","1"
955,"bark","182","1","Russian","ko'ra","1, 92, 56"
956,"bark","182","1","Sardinian_C","KROZU","1"
957,"bark","182","1","Sardinian_L","ISCORZA","1"
958,"bark","182","1","Sardinian_N","ISKORTHA","1"
959,"bark","182","1","Serbocroatian","KORA","1"
960,"bark","182","1","Slovak","KORA","1"
961,"bark","182","1","Spanish","koɾ'teθa","1, 120"
962,"bark","182","48","Latin","cortex","17, 28, 27"
963,"bark","182","48","Romani","KOZA","1"
964,"bark","182","48","Old_Church_Slavonic","кора","44"
965,"bark","182","56","Romansh","scorsa","89"
966,"bark","182","56","Friulian","scuarce, scusse","88"
967,"bark","357","1","Albanian_G","ZHABA","1"
968,"bark","570","1","Armenian_List","GEGHEV","1"
969,"bark","570","1","Armenian_Mod","KETEW","1"
970,"bark","570","56","Classical_Armenian","kełew","28"
971,"bark","750","1","Bengali","CHAL","1"
972,"bark","750","1","Gujarati","tʃʰəl","1, 104"
973,"bark","750","1","Hindi","cʰal","1, 114"
974,"bark","750","1","Lahnda","CHAL","1"
975,"bark","750","1","Marathi","sal","1, 98"
976,"bark","750","48","Assamese","sal","24"
977,"bark","750","48","Bihari","chal","29"
978,"bark","750","48","Oriya","čheli","24"
979,"bark","750","48","Marwari","chauḍō","37"
980,"bark","750","48","Sindhi","čhilu","30"
981,"bark","750","56","Urdu","ʧɑl","62"
982,"bark","971","1","Breton_List","RUSK","1"
983,"bark","971","1","Breton_ST","rysk","1, 125"
984,"bark","971","1","Welsh_C","RHISGL","1"
985,"bark","971","1","Welsh_N","RHISGL","1"
986,"bark","971","48","Cornish","rusk","42, 34, 50"
987,"bark","971","48","Provencal","RUSCO","1"
988,"bark","971","56","Scots_Gaelic","rùsg","61"
989,"bark","1305","1","Danish","b̥ɑːg̥ʰ","1, 97"
990,"bark","1305","1","Faroese","ˈbœʃkʊr","1"
991,"bark","1305","1","Icelandic_ST","BORKUR","1"
992,"bark","1305","1","Riksmal","BARK","1"
993,"bark","1305","1","Swedish_List","bark","1, 121"
994,"bark","1305","1","Swedish_Up","BARK","1"
995,"bark","1305","1","Swedish_VL","BARK","1"
996,"bark","1305","48","German_ST","'bɔrkə","48, 96"
997,"bark","1305","48","Old_Norse","borkr","4, 28"
998,"bark","1305","48","English_ST","bɑ:k ","1, 94"
999,"bark","1411","1","Walloon","PELOTE","1"
1000,"bark","1438","1","German_ST","'rɪndə","1, 96"
1001,"bark","1438","48","Old_English","rinde","28"
1002,"bark","1438","56","Old_High_German","rinta","28"
1003,"bark","1452","1","Greek_ML","FLOUDA","1"
1004,"bark","1452","48","Vlach","FLUDHE","1"
1005,"bark","1574","56","Ancient_Greek","φλοιός","32"
1006,"bark","1685","1","Irish_A","COIRT","1"
1007,"bark","1798","1","Nepali_List","BOKRO","1"
1008,"bark","1798","56","Assamese","bakɔli","9, 24"
1009,"bark","1798","56","Oriya","bɔkɔḷɔ","24"
1010,"bark","1887","1","Lithuanian_ST","MEDZIO ZIEVE","1"
1011,"bark","2090","1","Singhalese","POTTA","1"
1012,"bark","2090","1","Waziri","PATIKAI","1"
1013,"bark","2465","48","Frisian","bɔst, bast","1, 124"
1014,"bark","2465","48","Flemish","BAST","1"
1015,"bark","2526","48","Vedic_Sanskrit","tvák","28, 49"
1016,"bark","3157","48","Latvian","MIZA","1"
1017,"bark","3230","56","Iron_Ossetic","c'ar","122"
1018,"bark","3230","56","Digor_Ossetic","c'arɐ","122"
1038,"because","183","1","Dutch_List","ɔm'dɑt","1, 95"
1039,"because","183","1","Frisian","OMDET","1"
1040,"because","183","1, 48","Flemish","OMDAT","1"
1041,"because","183","81","Russian","potomu 'ʃto","1, 92, 56"
1042,"because","183","81","Byelorussian","TAGO STO","1"
1043,"because","183","81","Ukrainian","TOMU SCO","1"
1044,"because","183","48","Slovenian","ZATO","1"
1045,"because","183","48","Serbocroatian","ZATO","1"
1046,"because","183","48","Polish","DLATEGO ZE","1"
1047,"because","183","48","Czech_E","PROTO","1"
1048,"because","183","48","Czech","protoʒɛ","1, 110"
1049,"because","183","48","Lusatian_U","PRETOZ","1"
1050,"because","183","48","Lusatian_L","PSETO","1"
1051,"because","183","48","Riksmal","FORDI","1"
1052,"because","183","48","Danish","fʌˈd̥i","1, 97"
1053,"because","183","48","Swedish_List","DARFOR ATT","1"
1054,"because","358","1","Albanian_C","SE","1"
1055,"because","358","1","Albanian_G","SEPSE","1"
1056,"because","358","1","Albanian_K","PSE","1"
1057,"because","358","1","Albanian_Top","SE","1"
1058,"because","751","1","Bengali","KARON","1"
1059,"because","751","1","Gujarati","KAREN KE","1"
1060,"because","751","1","Marathi","'kaɾəɳ","1, 98"
1061,"because","751","48","Assamese","karɒpn","24"
1062,"because","751","48","Oriya","karɔṇɔ","24"
1063,"because","972","1","Breton_List","DRE MA","1"
1064,"because","972","1","Breton_SE","RAK MA","1"
1065,"because","1107","1","Bulgarian","zɐˈʃtɔto","1, 110"
1066,"because","1107","1","Macedonian","ZASTO","1"
1067,"because","1107","80","Hittite","kuit","28"
1068,"because","1107","76","Tocharian_A","kucne","28"
1069,"because","1107","76","Tocharian_B","kuce","28"
1070,"because","1107","48","Russian","potomu 'ʃto","1, 92, 56"
1071,"because","1107","48","Byelorussian","TAGO STO","1"
1072,"because","1107","48","Ukrainian","TOMU SCO","1"
1073,"because","1107","48","Latin","quod","17, 28, 27"
1074,"because","1107","48","Italian","per'ke","1, 90"
1075,"because","1107","48","Ladin","PERVI CHA","1"
1076,"because","1107","48","Provencal","PER-CO-QUE","1"
1077,"because","1107","48","French","paʀs(ə) k(ə)","1, 91"
1078,"because","1107","48","Walloon","PACE QUI","1"
1079,"because","1107","48","Sardinian_N","PROKE","1"
1080,"because","1107","48","Spanish","'poɾke","1, 120"
1081,"because","1107","48","Catalan","pər'kɛ      ","1, 116"
1082,"because","1107","48","Portuguese_ST","ˈpuɾkɨ","1, 108"
1083,"because","1107","66","Greek_Mod","POU","1, 66"
1084,"because","1107","85","Vlach","KA","1"
1085,"because","1107","48","Romanian_List","FIINDCA","1"
1086,"because","1107","56","Romansh","perquai che","89"
1087,"because","1107","56","Friulian","parcè, parcè che","88"
1088,"because","1279","1","Czech","protoʒɛ","1, 110"
1089,"because","1279","1","Czech_E","PROTO","1"
1090,"because","1279","48","Lusatian_U","PRETOZ","1"
1091,"because","1279","48","Lusatian_L","PSETO","1"
1092,"because","1279","48","Old_English","forþȳ þe","28"
1093,"because","1279","48","Riksmal","FORDI","1"
1094,"because","1279","48","Danish","fʌˈd̥i","1, 97"
1095,"because","1279","48","Swedish_List","DARFOR ATT","1"
1096,"because","1279","48","Catalan","pər'kɛ      ","1, 116"
1097,"because","1279","48","Portuguese_ST","ˈpuɾkɨ","1, 108"
1098,"because","1279","48","Spanish","'poɾke","1, 120"
1099,"because","1279","48","Sardinian_N","PROKE","1"
1100,"because","1279","48","Walloon","PACE QUI","1"
1101,"because","1279","48","French","paʀs(ə) k(ə)","1, 91"
1102,"because","1279","48","Provencal","PER-CO-QUE","1"
1103,"because","1279","48","Ladin","PERVI CHA","1"
1104,"because","1279","48","Italian","per'ke","1, 90"
1105,"because","1279","56","Romansh","perquai che","89"
1106,"because","1279","56","Friulian","parcè, parcè che","88"
1107,"because","1302","48","Old_Church_Slavonic","ponježe","44, 28"
1108,"because","1341","1","English_ST","bɪkɒz ","1, 94"
1109,"because","1341","48","Ladin","CAUSA CHA","1"
1110,"because","1366","1","Faroese","tʊiː","1"
1111,"because","1366","1","Icelandic_ST","AF THVI AO","1"
1112,"because","1439","1","German_ST","va‿il","1, 96"
