"﻿n","meaning","cognate_id","cognate_sources","language","lexeme","lexeme_sources"
19432,"tongue","327","48","Gothic","tuggō","28"
19433,"tongue","327","48","Luxembourgish","Zong",""
19434,"tongue","327","48","Cornish","taves","42, 15"
19435,"tongue","327","48","Scots_Gaelic","teanga","61"
19436,"tongue","327","47","Tocharian_A","käntu","28"
19437,"tongue","327","47","Tocharian_B","kantwo","28"
19438,"tongue","327","48","Marwari","jīb","11"
19439,"tongue","327","48","Old_Church_Slavonic","językŭ","2, 28"
19440,"tongue","327","75","Baluchi","ZAWAN","1"
19441,"tongue","327","75","Tadzik","zæbɔːn","1, 114"
19442,"tongue","327","75","Persian_List","zæˈbɒːn","1, 114"
19443,"tongue","327","75","Waziri","ZHEBBA","1"
19444,"tongue","327","75","Afghan","ZEBA","1"
19445,"tongue","327","75","Assamese","zīb(h)a","24, 9"
19446,"tongue","327","75","Romani","CHIP","1"
19447,"tongue","327","75","Vedic_Sanskrit","jihvá̄","28"
19448,"tongue","327","48","Sindhi","j̄ibha","30"
19449,"tongue","327","48","Urdu","zəbɑn","62"
19450,"tongue","327","48","Bihari","jiu","29"
19451,"tongue","327","48","Oriya","jibhɔ","24, 23"
19452,"tongue","327","48","Kurdish","ziman","64"
19453,"tongue","327","47","Old_Prussian","insuwis","28"
19454,"tongue","327","56","Romansh","lieunga","89"
19455,"tongue","327","56","Friulian","lenghe","88"
19456,"tongue","327","56","Old_High_German","zunga","28"
19457,"tongue","327","56","Old_Irish","tengae","28"
19458,"tongue","327","28","Avestan","hizuua","28"
19459,"tongue","327","28","Classical_Armenian","lezow","28"
19460,"tongue","327","28","Old_Persian","hazāna-","28"
19461,"tongue","327","28","Oscan","fangvam","28"
19462,"tongue","501","1","Albanian_C","GLUX","1"
19463,"tongue","501","1","Albanian_G","GJUHENA","1"
19464,"tongue","501","1","Albanian_K","GLHUXE","1"
19465,"tongue","501","1","Albanian_Top","GUE","1"
19466,"tongue","1556","1","Greek_ML","GLOSSA","1"
19467,"tongue","1556","1","Greek_Mod","ˈɣlo̞sa","1, 111"
19468,"tongue","1556","48","Ancient_Greek","ɡlɔːsːa","32, 118"
19469,"tongue","2122","1","Wakhi","ZIK","1"
19470,"tongue","2347","47","Latvian","MELE","1"
19471,"tongue","3246","56","Iron_Ossetic","ɐvžɐg","122"
19472,"tongue","3246","56","Digor_Ossetic","ɐvzɐg","122"
19473,"tongue","3329","28","Hittite","lalas","28"
19474,"tongue","3329","28","Luvian","lālis","28"
19476,"tooth","150","1","Afghan","GAS","1"
19477,"tooth","150","1","Waziri","GHWOSH, GHOSH","1"
19478,"tooth","328","1","Armenian_Mod","ɑˈtɑm","1, 106"
19479,"tooth","328","1","Baluchi","DATHAN","1"
19480,"tooth","328","1","Bengali","d̪ɑt","1, 114"
19481,"tooth","328","1","Breton_List","DANT","1"
19482,"tooth","328","1","Breton_SE","DANT","1"
19483,"tooth","328","1","Breton_ST","dãnt","1, 125"
19484,"tooth","328","1","Catalan","den, dent","1, 89, 89"
19485,"tooth","328","1","Danish","d̥ʰan","1, 97"
19486,"tooth","328","1","Dutch_List","tɑnt","1, 95"
19487,"tooth","328","1","English_ST","tu:θ ","1, 94"
19488,"tooth","328","1","Faroese","tɔnː","1"
19489,"tooth","328","1","Flemish","TAND","1"
19490,"tooth","328","1","French","dɑ̃","1, 91"
19491,"tooth","328","1","German_ST","t͜sa:n","1, 96"
19492,"tooth","328","1","Greek_ML","DONTI","1"
19493,"tooth","328","1","Greek_Mod","ˈðo̞(n)di","1, 111"
19494,"tooth","328","1","Gujarati","DAT","1"
19495,"tooth","328","1","Romani","DANT","1"
19496,"tooth","328","1","Hindi","d̪ãːt̪","1, 114"
19497,"tooth","328","1","Icelandic_ST","tʰœnː","1"
19498,"tooth","328","1","Italian","'dɛnte","1, 90"
19499,"tooth","328","1","Kashmiri","DAND","1"
19500,"tooth","328","1","Ladin","DAINT","1"
19501,"tooth","328","1","Lahnda","DEND","1"
19502,"tooth","328","1","Lithuanian_ST","DANTIS","1"
19503,"tooth","328","1","Marathi","dat","1, 98"
19504,"tooth","328","1","Nepali_List","DAT","1"
19505,"tooth","328","1","Persian_List","dændɒːn","1, 114"
19506,"tooth","328","1","Portuguese_ST","ˈdẽtɨ","1, 108"
19507,"tooth","328","1","Provencal","DENT","1"
19508,"tooth","328","1","Riksmal","TANN","1"
19509,"tooth","328","1","Romanian_List","'dinte","1, 112"
19510,"tooth","328","1","Sardinian_C","DENTI","1"
19511,"tooth","328","1","Sardinian_L","DENTE","1"
19512,"tooth","328","1","Sardinian_N","DENTE","1"
19513,"tooth","328","1","Singhalese","DATA","1"
19514,"tooth","328","1","Spanish","'djente","1, 120"
19515,"tooth","328","1","Swedish_List","tand","1"
19516,"tooth","328","1","Swedish_Up","TAND, FRAMTAND","1"
19517,"tooth","328","1","Swedish_VL","TAN, FRAMTAN","1"
19518,"tooth","328","1","Tadzik","dændɔːn","1, 114"
19519,"tooth","328","1","Vlach","DINC","1"
19520,"tooth","328","1","Wakhi","DENDUK","1"
19521,"tooth","328","1","Walloon","DINT","1"
19522,"tooth","328","1","Welsh_C","DANT","1"
19523,"tooth","328","1","Welsh_N","DANT","1"
19524,"tooth","328","56","Assamese","dat","24, 9"
19525,"tooth","328","58","Latin","deːns","17, 28, 27, 123"
19526,"tooth","328","58","Cornish","danz","31, 42"
19527,"tooth","328","56","Old_Prussian","dantis","28"
19528,"tooth","328","56","Old_English","tōþ","28"
19529,"tooth","328","56","Gothic","tunþus","28"
19530,"tooth","328","56","Old_Norse","to̜nn","4, 28"
19531,"tooth","328","56","Ancient_Greek","odoː́s","32, 118"
19532,"tooth","328","56","Vedic_Sanskrit","dán","28"
19533,"tooth","328","56","Oriya","dantɔ","24, 23"
19534,"tooth","328","56","Sindhi","ḍ̑əndu","6"
19535,"tooth","328","56","Bihari","dãt","29"
19536,"tooth","328","56","Marwari","dā̃t","11"
19537,"tooth","328","48","Urdu","d̪ɑ̃t̪","62"
19538,"tooth","328","48","Russian","des'na","58, 56"
19539,"tooth","328","48","Luxembourgish","Zant",""
19540,"tooth","328","48","Frisian","tosk","1, 124"
19541,"tooth","328","48","Kurdish","didan","64"
19542,"tooth","328","56","Romansh","dent","89"
19543,"tooth","328","56","Friulian","dint","88"
19544,"tooth","328","56","Old_High_German","zan","28"
19545,"tooth","328","56","Old_Irish","dét","28"
19546,"tooth","328","56","Iron_Ossetic","dɐndag","122"
19547,"tooth","328","56","Digor_Ossetic","dɐndag","122"
19548,"tooth","328","56","Classical_Armenian","atamn","28"
19549,"tooth","502","1","Albanian_C","DHEMB","1"
19550,"tooth","502","1","Albanian_G","DHAM B I (ALSO SPELLED DAM B I)","1"
19551,"tooth","502","1","Albanian_K","DHEMP","1"
19552,"tooth","502","1","Albanian_Top","DHEMP","1"
19553,"tooth","502","1","Bulgarian","zɤ̞p","1, 110"
19554,"tooth","502","1","Byelorussian","ZUB","1"
19555,"tooth","502","1","Czech","zʊp","1, 110"
19556,"tooth","502","1","Czech_E","ZUP","1"
19557,"tooth","502","1","Latvian","ZOBS","1"
19558,"tooth","502","1","Lusatian_L","ZUB","1"
19559,"tooth","502","1","Lusatian_U","ZUB","1"
19560,"tooth","502","1","Macedonian","ZAB, ZABI","1"
19561,"tooth","502","1","Polish","zɔ̃p","1, 107"
19562,"tooth","502","1","Russian","zub","1, 92, 56"
19563,"tooth","502","1","Serbocroatian","ZUB","1"
19564,"tooth","502","1","Slovak","ZUB","1"
19565,"tooth","502","1","Slovenian","OD NAPREJ ZOBY","1"
19566,"tooth","502","1","Ukrainian","ZUB","1"
19567,"tooth","502","56","Old_Church_Slavonic","zǫbŭ","44, 28"
19568,"tooth","502","47","Tocharian_A","kam","28"
19569,"tooth","502","47","Tocharian_B","keme","28"
19570,"tooth","1756","1","Irish_A","FIACAL","1"
19578,"tree","151","1","Afghan","DIRAXT","1"
19579,"tree","151","1","Baluchi","DRASHK","1"
19580,"tree","151","1","Lahnda","DREXT","1"
19581,"tree","151","1","Persian_List","deˈɾæxtʰ","1, 114"
19582,"tree","151","1","Tadzik","dæræxt","1, 114"
19583,"tree","151","1","Wakhi","DERUXT","1"
19584,"tree","151","48","Urdu","d̪ɾəχt","62"
19585,"tree","151","48","Kurdish","dar","64"
19586,"tree","329","1","Dutch_List","bom","1, 95"
19587,"tree","329","1","Flemish","BOOM","1"
19588,"tree","329","1","Frisian","bɪəm","1, 119"
19589,"tree","329","1","German_ST","ba‿um","1, 96"
19590,"tree","329","56","Gothic","bagms","28"
19591,"tree","329","48","Luxembourgish","Bam",""
19592,"tree","329","56","Old_High_German","boum","28"
19593,"tree","503","1","Albanian_G","DRUJA","1"
19594,"tree","503","1","Bulgarian","dɤˈrvɔ","1, 110"
19595,"tree","503","1","Byelorussian","DREVA","1"
19596,"tree","503","1","Danish","d̥ʰʁɛ","1, 97"
19597,"tree","503","1","English_ST","tri: ","1, 94"
19598,"tree","503","1","Faroese","trɛa","1"
19599,"tree","503","1","Icelandic_ST","tʰrjɛː","1"
19600,"tree","503","1","Macedonian","DRVO","1"
19601,"tree","503","1","Polish","ˈdʒɛvɔ","1, 107"
19602,"tree","503","1","Riksmal","TRE","1"
19603,"tree","503","1","Russian","'dʲerʲevo","1, 92, 56"
19604,"tree","503","1","Serbocroatian","DRVO","1"
19605,"tree","503","1","Slovenian","DREV","1"
19606,"tree","503","1","Swedish_List","trɛ:d","1, 121"
19607,"tree","503","1","Swedish_Up","TRA(D)","1"
19608,"tree","503","1","Swedish_VL","TRE  TRA","1"
19609,"tree","503","1","Ukrainian","DEREVO","1"
19610,"tree","503","58","Hittite","tāru","28"
19611,"tree","503","58","Latvian","darva","58"
19612,"tree","503","58","Lithuanian_ST","drevė","58"
19613,"tree","503","56","Old_English","trēow","28"
19614,"tree","503","58","Old_Norse","tré","4, 28"
19615,"tree","503","58","Welsh_N","derwen","58, 59"
19616,"tree","503","70","Ancient_Greek","déndron","32, 118"
19617,"tree","503","70","Greek_Mod","ˈðe̞n̪ðro̞","1, 111"
19618,"tree","503","70","Greek_ML","DENDRO","1"
19619,"tree","503","48","Albanian_K","DHENDRO","1"
19620,"tree","503","48","Old_Church_Slavonic","drěvo","44, 28"
19621,"tree","839","1","Bengali","ɡɑs, ɡɑtʃʰ","1, 114"
19622,"tree","839","1","Nepali_List","GACH","1"
19623,"tree","839","1","Singhalese","GASA","1"
19624,"tree","839","56","Assamese","gɒs","24"
19625,"tree","839","56","Oriya","gɔchɔ","24, 23"
19626,"tree","839","56","Bihari","gach","29"
19627,"tree","948","1","Catalan","'aßɾə        ","1, 116"
19628,"tree","948","1","French","aʀbʀ","1, 91"
19629,"tree","948","1","Italian","'albero","1, 90"
19630,"tree","948","1","Portuguese_ST","ˈaɾvuɾɨ","1, 108"
19631,"tree","948","1","Provencal","AUBRE","1"
19632,"tree","948","1","Romanian_List","'arbore","1, 112"
19633,"tree","948","1","Sardinian_L","ARBURE","1"
19634,"tree","948","1","Spanish","'aɾβol","1, 120"
19635,"tree","948","1","Vlach","ARBURI","1"
19636,"tree","948","1","Walloon","ABE","1"
19637,"tree","948","56","Latin","ˈar.bor","17, 28, 27, 123"
19638,"tree","948","56","Friulian","arbul","88"
19639,"tree","1074","1","Breton_List","GWEZ","1"
19640,"tree","1074","1","Breton_SE","GUEEN","1"
19641,"tree","1074","1","Breton_ST","gwe:s","1, 125"
19642,"tree","1074","56","Cornish","gweðən","31, 42"
19643,"tree","1296","1","Czech","strom","1, 110"
19644,"tree","1296","1","Czech_E","STROM","1"
19645,"tree","1296","1","Lusatian_L","STROM","1"
19646,"tree","1296","1","Lusatian_U","STOM","1"
19647,"tree","1296","1","Slovak","STROM","1"
19648,"tree","1623","1","Gujarati","JHAR","1"
19649,"tree","1623","1","Marathi","dzʰaɖ","1, 98"
19650,"tree","1623","1","Marwari","jaɭ","12"
19651,"tree","1757","1","Irish_A","CRANN","1"
19652,"tree","1757","48","Scots_Gaelic","craobh","61"
19653,"tree","1757","56","Old_Irish","crann","28"
19654,"tree","1924","1","Lithuanian_ST","‘mʲæ:dʲɪs","1, 115"
19655,"tree","2358","47","Latvian","kòks","28"
19656,"tree","2359","48","Tocharian_A","ṣtām","28"
19657,"tree","2359","48","Tocharian_B","stām","28"
19658,"tree","2360","70","Afghan","VENA","1"
19659,"tree","2360","48","Sindhi","vaṇu","30"
19660,"tree","2360","48","Waziri","WUNA","1"
19661,"tree","2360","56","Avestan","vana","28"
19662,"tree","2364","48","Old_Prussian","garian","28"
19663,"tree","2364","70","Armenian_Mod","ʦɑr","1, 106"
19664,"tree","2364","48","Armenian_List","SZAR","1"
19665,"tree","2364","56","Classical_Armenian","caṙ","28"
19666,"tree","2366","47","Welsh_C","COEDEN","1"
19667,"tree","2366","47","Welsh_N","COEDEN","1"
19668,"tree","2368","48, 69","Nepali_List","RUKH","1"
19669,"tree","2368","48","Marwari","rūnkh","36"
19670,"tree","3261","56","Iron_Ossetic","bɐlaš","122"
19671,"tree","3261","56","Digor_Ossetic","bɐlasɐ","122"
19687,"turn","330","1","Flemish","DRAAIJEN","1"
19688,"turn","330","1","Frisian","'dra:i̯ə","1, 124"
19689,"turn","330","48","Luxembourgish","dréinen",""
19690,"turn","504","1","Albanian_G","KETHEJ","1"
19691,"turn","504","1","Albanian_Top","KTHENEM, AOR. UKTHEVA","1"
19692,"turn","536","1","Albanian_C","PRIREM","1"
19693,"turn","536","1","Albanian_K","PRIREM","1"
19694,"turn","660","1","Armenian_List","TARNEL","1"
19695,"turn","660","1","Armenian_Mod","(VERA)DARNAL","1"
19696,"turn","660","56","Classical_Armenian","daṙnay","28"
19697,"turn","949","1","Portuguese_ST","viˈɾaɾ","1, 108"
19698,"turn","949","1","Provencal","VIRA, VIROUIA","1"
19699,"turn","949","1","Romanian_List","A VIRA","1"
19700,"turn","949","48","Sardinian_C","FURRIAI","1"
19701,"turn","1100","1","Breton_SE","TROEIN","1"
19702,"turn","1100","1","Breton_ST","trɛĩ","1, 125"
19703,"turn","1100","1","Welsh_C","TROI","1"
19704,"turn","1100","1","Welsh_N","TROI","1"
19705,"turn","1100","48","Scots_Gaelic","tionndaidh","61"
19706,"turn","1186","1","Bulgarian","vɤ̞rˈtjɐ sɛ","1, 110"
19707,"turn","1186","1","Byelorussian","PAVORACYVAC'","1"
19708,"turn","1186","1","Lusatian_L","WERSES","1"
19709,"turn","1186","1","Lusatian_U","WJERCEC","1"
19710,"turn","1186","1","Macedonian","VRTI, ZAVRTI, OBRNE","1"
19711,"turn","1186","1","Polish","ZAWRACAC","1"
19712,"turn","1186","1","Russian","povo'ratʃɨvatʲ","1, 92, 56"
19713,"turn","1186","1","Slovak","OBRACAT","1"
19714,"turn","1186","1","Slovenian","ABRNI SE","1"
19715,"turn","1186","1","Ukrainian","OBERTATYS'","1"
19716,"turn","1186","48","Vedic_Sanskrit","vr̥ṅktḗ","28"
19717,"turn","1186","1","Ladin","VERDSCHER","1"
19718,"turn","1186","47","Latin","vertere","27, 28"
19719,"turn","1186","1","Latvian","PAVERST","1"
19720,"turn","1186","48","Old_Church_Slavonic","obratitŭ sę","28"
19721,"turn","1186","48","Old_Prussian","wartinna","28"
19722,"turn","1186","48","Spanish","VOLVER","1"
19723,"turn","1186","99","Marathi","wəɭ'ɳe","1, 98"
19724,"turn","1186","56","Romansh","volver","89"
19725,"turn","1186","28","Old_Persian","vartataiy","28"
19726,"turn","1186","28","Umbrian","couertu","28"
19727,"turn","1273","1","French","tuʀne","1, 91"
19728,"turn","1273","1","Walloon","TOURNER","1"
19729,"turn","1273","47","English_ST","tɜ:n ","1, 94"
19730,"turn","1273","48","Sardinian_N","ORTARE","1"
19731,"turn","1301","1","Czech_E","KRUTIT","1"
19732,"turn","1301","1","Serbocroatian","OKRENUTI SE","1"
19733,"turn","1301","56","Old_High_German","kērit","28"
19734,"turn","1332","1","Faroese","ˈsnɪɡva","1"
19735,"turn","1332","1","Icelandic_ST","SNUA(SK)","1"
19736,"turn","1332","1","Riksmal","SNU","1"
19737,"turn","1332","1","Swedish_VL","SNO, VAN","1"
19738,"turn","1332","48","Old_Norse","snúa(sk)","4, 28"
19739,"turn","1558","1","Greek_Mod","ˈstre̞fo̞ˌme̞","1, 111"
19740,"turn","1558","48","Ancient_Greek","στρέφειν","32"
19741,"turn","1624","1","Gujarati","FERWU","1"
19742,"turn","1624","1","Nepali_List","PHARKANU, PHIRNU","1"
19743,"turn","1624","48","Sindhi","phiraṇu","30"
19744,"turn","1682","1","Hindi","MURNA","1"
19745,"turn","1682","48","Urdu","mʊɽnə","62"
19746,"turn","1841","1","Lahnda","ULTAWEN","1"
19747,"turn","1841","48","Oriya","ol(ɔ)ṭeiba","24"
19748,"turn","1841","48","Marwari","uthēlabō","37"
19749,"turn","1841","48","Bihari","unʈəb","29, 7"
19750,"turn","1925","1","Lithuanian_ST","KRYPTI","1"
19751,"turn","3061","48","Tocharian_A","sparcwatär","28"
19752,"turn","3061","48","Tocharian_B","sporttotär","28"
19753,"turn","3062","48","Tadzik","ɡærdidæn","1, 114"
19754,"turn","3062","48","Wakhi","ɣir(d)","83"
19755,"turn","3062","48","Waziri","GERZEDEL","1"
19756,"turn","3062","48","Afghan","GERZEDEL","1"
19757,"turn","3063","48","Greek_ML","GURIDZO","1"
19758,"turn","3063","47","Sardinian_L","GIRARE","1"
19759,"turn","3063","47","Italian","dʒi'rare","1, 90"
19760,"turn","3063","47","Ladin","GIRER","1"
19761,"turn","3063","56","Friulian","zirâ","88"
19762,"turn","3063","99","Portuguese_ST","ʒiˈɾaɾ","108"
19763,"turn","3063","99","Catalan","ʒi'ɾa   ","1, 116"
19764,"turn","3063","120","Spanish","xi'ɾaɾ","120"
19765,"turn","3066","48","Slovak","TOCIT","1"
19766,"turn","3066","48","Czech","totʃɪt","1, 110"
19767,"turn","3067","47","Latvian","grìež","28"
19768,"turn","3068","47","Danish","ˈvεnə sɑj","1, 97"
19769,"turn","3068","47","Old_English","went","28"
19770,"turn","3068","47","Swedish_List","'vɛ:nda","1, 121"
19771,"turn","3068","47","Dutch_List","'wɛndə(n)","1, 95"
19772,"turn","3068","47","Swedish_Up","VANDA SIG OM","1"
19773,"turn","3068","47","German_ST","'vɛndn̩","1, 96"
19774,"turn","3068","48","Gothic","wandeiþ","28"
19775,"turn","3068","56","Old_High_German","wentit","28"
19776,"turn","3243","56","Iron_Ossetic","ždɐχ-","122"
19777,"turn","3243","56","Digor_Ossetic","ɐzdɐχ-","122"
19807,"two","153","1","Afghan","DVA","1"
19808,"two","153","1","Albanian_C","DI","1"
19809,"two","153","1","Albanian_G","DY","1"
19810,"two","153","1","Albanian_K","DI (M.), DII (F.)","1"
19811,"two","153","1","Albanian_Top","DY","1"
19812,"two","153","1","Armenian_List","YERGU","1"
19813,"two","153","1","Armenian_Mod","jɛɾˈku","1, 106"
19814,"two","153","1","Baluchi","DO","1"
19815,"two","153","1","Bengali","DUI","1"
19816,"two","153","1","Breton_List","DAOU (M), DIOU (F)","1"
19817,"two","153","1","Breton_SE","DEU","1"
19818,"two","153","1","Breton_ST","dɔw","1, 125"
19819,"two","153","1","Bulgarian","dva","1, 110"
19820,"two","153","1","Byelorussian","DVA","1"
19821,"two","153","1","Catalan","dos","1, 89"
19822,"two","153","1","Czech","dva","1, 110"
19823,"two","153","1","Czech_E","DVA","1"
19824,"two","153","1","Danish","d̥ʰo","1, 97"
19825,"two","153","1","Dutch_List","twe","1, 95"
19826,"two","153","1","English_ST","tu: ","1, 94"
19827,"two","153","1","Faroese","TVEIR","1"
19828,"two","153","1","Flemish","TWEE","1"
19829,"two","153","1","French","dø","1, 91"
19830,"two","153","1","Frisian","tva:","1, 124"
19831,"two","153","1","German_ST","t͜sva‿i","1, 96"
19832,"two","153","1","Greek_ML","DUO","1"
19833,"two","153","1","Greek_Mod","ˈðiˌo̞","1, 111"
19834,"two","153","1","Gujarati","BE","1"
19835,"two","153","1","Romani","DUI","1"
19836,"two","153","1","Hindi","DO","1"
19837,"two","153","1","Icelandic_ST","TVEIR","1"
19838,"two","153","1","Irish_A","DO (DHA)","1"
19839,"two","153","1","Italian","'due","1, 90"
19840,"two","153","1","Kashmiri","ZAH (DOYE = OBL.)","1"
19841,"two","153","1","Ladin","DUOS","1"
19842,"two","153","1","Lahnda","DU","1"
19843,"two","153","1","Latvian","DIVI","1"
19844,"two","153","1","Lithuanian_ST","DU, DVI","1"
19845,"two","153","1","Lusatian_L","DWA","1"
19846,"two","153","1","Lusatian_U","DWAJ","1"
19847,"two","153","1","Macedonian","DVA, DVE","1"
19848,"two","153","1","Marathi","don","1, 98"
19849,"two","153","1","Nepali_List","dui","1, 102"
19850,"two","153","1","Persian_List","DO","1"
19851,"two","153","1","Polish","dva","1, 107"
19852,"two","153","1","Portuguese_ST","doiʃ","1, 108"
19853,"two","153","1","Provencal","DOUS, DOS","1"
19854,"two","153","1","Riksmal","TO","1"
19855,"two","153","1","Romanian_List","doj","1, 112"
19856,"two","153","1","Russian","dva","1, 92, 56"
19857,"two","153","1","Sardinian_C","DUSU","1"
19858,"two","153","1","Sardinian_L","DUOS","1"
19859,"two","153","1","Sardinian_N","DUOS","1"
19860,"two","153","1","Serbocroatian","DVA","1"
19861,"two","153","1","Singhalese","dekə","1, 100"
19862,"two","153","1","Slovak","DVA","1"
19863,"two","153","1","Slovenian","DUA","1"
19864,"two","153","1","Spanish","dos","1, 120"
19865,"two","153","1","Swedish_List","tvo:","1"
19866,"two","153","1","Swedish_Up","TVA","1"
19867,"two","153","1","Swedish_VL","TZVA","1"
19868,"two","153","1","Tadzik","DU","1"
19869,"two","153","1","Ukrainian","DVA, DVOJE","1"
19870,"two","153","1","Vlach","DWAWE","1"
19871,"two","153","1","Wakhi","BOJ","1"
19872,"two","153","1","Walloon","DEUS","1"
19873,"two","153","1","Waziri","DWA","1"
19874,"two","153","1","Welsh_C","DAU","1"
19875,"two","153","1","Welsh_N","DAU","1"
19876,"two","153","58","Tocharian_A","wu","28"
19877,"two","153","58","Tocharian_B","wi","28"
19878,"two","153","48","Hittite","dān","28"
19879,"two","153","48","Kurdish","du","64"
19880,"two","153","48","Ancient_Greek","'dʉo","32, 118"
19881,"two","153","48","Old_Prussian","dwai","28"
19882,"two","153","48","Old_English","twēgen","28, 50"
19883,"two","153","48","Cornish","dew","31, 42"
19884,"two","153","48","Latin","ˈdu.o","17, 28, 27, 123"
19885,"two","153","48","Gothic","twai","28"
19886,"two","153","50","Scots_Gaelic","dà",""
19887,"two","153","50","Luxembourgish","zwee",""
19888,"two","153","67","Old_Norse","tveir","4, 28"
19889,"two","153","67","Old_Church_Slavonic","dŭva","44, 28"
19890,"two","153","67","Vedic_Sanskrit","dvá̄","28"
19891,"two","153","48","Urdu","d̪o","62"
19892,"two","153","48","Marwari","dōy","11, 12"
19893,"two","153","48","Bihari","du","29"
19894,"two","153","48","Oriya","dui","24, 23"
19895,"two","153","48","Assamese","dui","24, 9"
19896,"two","153","69","Sindhi","b̑ə","6"
19897,"two","153","56","Romansh","dus m, duas f","89"
19898,"two","153","56","Friulian","doi (male), dôs (female)","88"
19899,"two","153","56","Avestan","duua","28"
19900,"two","153","56","Old_High_German","zwēne","28"
19901,"two","153","56","Old_Irish","dáu","28"
19902,"two","153","56","Iron_Ossetic","dywɐ","122"
19903,"two","153","56","Digor_Ossetic","duwɐ","122"
19904,"two","153","28","Classical_Armenian","erkow","28"
19905,"two","153","28","Lycian","kbi","28"
19906,"two","153","28","Old_Persian","*duva-","28"
19907,"two","153","28","Umbrian","dur","28"
19908,"vomit","154","1","Afghan","KANGI KAVEL","1"
19909,"vomit","154","1","Tadzik","KANDAN","1"
19910,"vomit","154","1","Waziri","KAI","1"
19911,"vomit","331","1","Dutch_List","'brakə(n)","1, 95"
19912,"vomit","331","1","Flemish","BRAKEN","1"
19913,"vomit","331","1","German_ST","'a‿usbrɛçn̩","1, 96"
19914,"vomit","537","1","Albanian_C","VIGHEM","1"
19915,"vomit","537","1","Albanian_K","VIEU (AOR. VOWA)","1"
19916,"vomit","537","1","Albanian_Top","VIEL, AOR. VOTA","1"
19917,"vomit","537","48","Serbocroatian","POVRACATI","1"
19918,"vomit","537","48","Bulgarian","pʊˈvrɤ̞ʃtɐm","1, 110"
19919,"vomit","537","48","Byelorussian","VYRACAC'","1"
19920,"vomit","537","48","Czech","zvratsɛt","1, 110"
19921,"vomit","537","48","Czech_E","VRACAT","1"
19922,"vomit","537","48","Ukrainian","VERTATY","1"
19923,"vomit","537","45","Macedonian","ˈpɔvraca","45"
19924,"vomit","661","1","Armenian_List","PISKEL","1"
19925,"vomit","661","1","Armenian_Mod","P`XCKAL","1"
19926,"vomit","840","1","Bengali","BOMI+KORA","1"
19927,"vomit","840","1","French","vɔmiʀ","1, 91"
19928,"vomit","840","1","Italian","vomi'tare","1, 90"
19929,"vomit","840","1","Kashmiri","WAMUN","1"
19930,"vomit","840","1","Ladin","VOMITER","1"
19931,"vomit","840","1","Latvian","VEMT","1"
19932,"vomit","840","1","Lithuanian_ST","VEMTI","1"
19933,"vomit","840","1","Portuguese_ST","vumiˈtaɾ","1, 108"
19934,"vomit","840","1","Provencal","BOUMI","1"
19935,"vomit","840","1","Romanian_List","a vomita","1"
19936,"vomit","840","1","Sardinian_C","VOMITAI","1"
19937,"vomit","840","1","Sardinian_L","VOMITARE","1"
19938,"vomit","840","1","Sardinian_N","BOMBERE","1"
19939,"vomit","840","1","Singhalese","VAMARANAWA","1"
19940,"vomit","840","1","Spanish","bomi'taɾ","1, 120"
19941,"vomit","840","1","Vlach","VOMU","1"
19942,"vomit","840","1","Walloon","VOMI","1"
19943,"vomit","840","47","English_ST","'vɑmɪt ","1, 94"
19944,"vomit","840","48","Vedic_Sanskrit","vámiti","28"
19945,"vomit","840","47","Ancient_Greek","ἐμεῖν","32"
19946,"vomit","840","48","Assamese","bɔmikɒr","24"
19947,"vomit","840","48","Bihari","bokar","29"
19948,"vomit","840","48","Old_Prussian","wimbmis","28"
19949,"vomit","840","48","Latin","vomere","17, 28, 27"
19950,"vomit","840","56","Friulian","gomitâ","88"
19951,"vomit","840","99","Catalan","'bumi'ta","116"
19952,"vomit","840","56","Avestan","vam-","28"
19953,"vomit","840","56","Iron_Ossetic","wom-","122"
19954,"vomit","840","56","Digor_Ossetic","wom-","122"
19955,"vomit","840","56","Greek_Mod","e̞ˈmo̞","111"
19956,"vomit","1075","1","Breton_List","C'HOUEDI","1"
19957,"vomit","1075","1","Welsh_N","TAFLUIFYNY, CHWYDU","1"
19958,"vomit","1075","1","Breton_ST","DIC'HWEDIN","1"
19959,"vomit","1075","48","Cornish","hwyja","42, 15"
19960,"vomit","1075","48","Scots_Gaelic","sgeith","61"
19961,"vomit","1075","56","Old_Irish","sceïd","28"
19962,"vomit","1187","1","Lusatian_L","BLUWAS","1"
19963,"vomit","1187","1","Lusatian_U","BLUWAC","1"
19964,"vomit","1187","1","Macedonian","BLUE","1"
19965,"vomit","1187","1","Ukrainian","BLJUVATY","1"
19966,"vomit","1187","48","Old_Church_Slavonic","bljujetŭ","44, 28"
19967,"vomit","1256","1","Russian","rvatʲ","1, 92, 56"
19968,"vomit","1256","1","Slovak","VYVRAVAT","1"
19969,"vomit","1333","1","Danish","ˈg̥ʰasd̥ʰə ʌb̥ʰ","1, 97"
19970,"vomit","1333","1","Icelandic_ST","KASTA UPP","1"
19971,"vomit","1333","1","Riksmal","KASTE OPP","1"
19972,"vomit","1333","1","Swedish_Up","KRAKAS, KASTA OPP","1"
19973,"vomit","1333","1","Swedish_List","KASTA (FA) UPP","1"
19974,"vomit","1333","1","Swedish_VL","KRAKAS","1"
19975,"vomit","1559","1","Greek_ML","KSERNO","1"
